,compound,create_date,negative,neutral,news_media,positive,tweets_ago
24,0.5574,2018-06-29 05:26:19+00:00,0.0,0.777,fox,0.223,-24
25,0.4404,2018-06-29 05:10:55+00:00,0.0,0.873,fox,0.127,-25
26,0.0,2018-06-28 23:10:43+00:00,0.0,1.0,fox,0.0,-26
27,-0.2235,2018-06-28 22:31:19+00:00,0.079,0.921,fox,0.0,-27
28,0.7233,2018-06-28 04:47:58+00:00,0.0,0.737,fox,0.263,-28
29,0.3802,2018-06-28 00:53:02+00:00,0.0,0.86,fox,0.14,-29
30,-0.6239,2018-06-27 06:19:59+00:00,0.274,0.623,fox,0.104,-30
31,0.0,2018-06-27 03:21:04+00:00,0.0,1.0,fox,0.0,-31
32,-0.2481,2018-06-27 02:06:38+00:00,0.14,0.76,fox,0.1,-32
33,0.0,2018-06-27 02:02:51+00:00,0.0,1.0,fox,0.0,-33
34,0.3612,2018-06-27 01:55:07+00:00,0.0,0.783,fox,0.217,-34
35,-0.1027,2018-06-27 01:54:40+00:00,0.08,0.92,fox,0.0,-35
36,-0.4767,2018-06-27 01:53:22+00:00,0.208,0.684,fox,0.107,-36
37,0.2244,2018-06-26 23:47:06+00:00,0.112,0.732,fox,0.156,-37
38,0.0,2018-06-25 05:49:13+00:00,0.0,1.0,fox,0.0,-38
39,0.7845,2018-06-25 02:07:09+00:00,0.0,0.734,fox,0.266,-39
40,0.5983,2018-06-25 02:01:57+00:00,0.0,0.507,fox,0.493,-40
41,0.8126,2018-06-25 01:57:33+00:00,0.0,0.748,fox,0.252,-41
42,0.6103,2018-06-25 01:56:38+00:00,0.0,0.43,fox,0.57,-42
43,0.5106,2018-06-25 01:51:07+00:00,0.0,0.87,fox,0.13,-43
44,-0.7269,2018-06-25 01:48:22+00:00,0.476,0.37,fox,0.153,-44
45,0.6124,2018-06-25 01:47:33+00:00,0.0,0.8,fox,0.2,-45
46,0.0,2018-06-24 23:07:51+00:00,0.0,1.0,fox,0.0,-46
47,0.0,2018-06-24 22:39:33+00:00,0.0,1.0,fox,0.0,-47
48,0.4019,2018-06-24 05:06:58+00:00,0.0,0.816,fox,0.184,-48
49,-0.2057,2018-06-23 01:41:57+00:00,0.206,0.794,fox,0.0,-49
50,0.6369,2018-06-22 07:33:55+00:00,0.0,0.792,fox,0.208,-50
51,0.3291,2018-06-21 21:45:19+00:00,0.112,0.681,fox,0.206,-51
52,-0.3182,2018-06-21 20:48:23+00:00,0.247,0.753,fox,0.0,-52
53,0.4404,2018-06-21 05:10:46+00:00,0.0,0.58,fox,0.42,-53
54,0.0,2018-06-21 04:09:56+00:00,0.0,1.0,fox,0.0,-54
55,0.8316,2018-06-21 02:38:53+00:00,0.0,0.614,fox,0.386,-55
56,0.4404,2018-06-21 02:21:50+00:00,0.0,0.804,fox,0.196,-56
57,0.0,2018-06-21 02:04:20+00:00,0.0,1.0,fox,0.0,-57
58,0.7901,2018-06-21 01:57:20+00:00,0.0,0.731,fox,0.269,-58
59,0.4738,2018-06-21 01:56:49+00:00,0.0,0.493,fox,0.507,-59
60,0.4389,2018-06-21 01:50:18+00:00,0.1,0.723,fox,0.176,-60
61,0.7177,2018-06-21 01:43:38+00:00,0.0,0.572,fox,0.428,-61
62,0.0,2018-06-20 23:51:19+00:00,0.0,1.0,fox,0.0,-62
63,-0.6642,2018-06-20 23:50:47+00:00,0.306,0.609,fox,0.085,-63
64,0.7809,2018-06-20 23:48:30+00:00,0.0,0.697,fox,0.303,-64
65,0.4588,2018-06-20 22:53:06+00:00,0.0,0.87,fox,0.13,-65
66,0.6369,2018-06-20 06:12:51+00:00,0.0,0.809,fox,0.191,-66
67,0.0,2018-06-20 05:35:28+00:00,0.0,1.0,fox,0.0,-67
68,0.5574,2018-06-20 05:13:19+00:00,0.0,0.827,fox,0.173,-68
69,0.0516,2018-06-20 05:12:18+00:00,0.068,0.855,fox,0.077,-69
70,-0.5255,2018-06-20 04:25:25+00:00,0.459,0.541,fox,0.0,-70
71,0.5574,2018-06-20 04:19:58+00:00,0.0,0.765,fox,0.235,-71
72,0.3595,2018-06-20 04:06:47+00:00,0.0,0.902,fox,0.098,-72
73,0.5255,2018-06-20 02:57:03+00:00,0.087,0.6,fox,0.313,-73
74,0.0,2018-06-20 02:08:06+00:00,0.0,1.0,fox,0.0,-74
75,0.0,2018-06-20 02:07:48+00:00,0.0,1.0,fox,0.0,-75
76,0.802,2018-06-20 01:41:40+00:00,0.0,0.294,fox,0.706,-76
77,0.7801,2018-06-20 01:32:26+00:00,0.209,0.391,fox,0.4,-77
78,0.0,2018-06-19 22:46:32+00:00,0.0,1.0,fox,0.0,-78
79,0.68,2018-06-19 21:29:56+00:00,0.0,0.349,fox,0.651,-79
80,0.4019,2018-06-19 21:29:40+00:00,0.0,0.876,fox,0.124,-80
81,0.0,2018-06-19 21:18:35+00:00,0.0,1.0,fox,0.0,-81
82,-0.3084,2018-06-19 21:12:06+00:00,0.184,0.816,fox,0.0,-82
83,0.9134,2018-06-19 21:06:05+00:00,0.0,0.485,fox,0.515,-83
84,0.0,2018-06-19 03:44:44+00:00,0.0,1.0,fox,0.0,-84
85,0.5719,2018-06-18 03:10:58+00:00,0.0,0.619,fox,0.381,-85
86,-0.1531,2018-06-18 01:52:30+00:00,0.464,0.536,fox,0.0,-86
87,0.0,2018-06-18 01:51:58+00:00,0.0,1.0,fox,0.0,-87
88,0.4199,2018-06-18 01:28:18+00:00,0.0,0.589,fox,0.411,-88
89,0.4926,2018-06-18 01:28:00+00:00,0.0,0.556,fox,0.444,-89
90,0.3612,2018-06-18 01:27:40+00:00,0.0,0.615,fox,0.385,-90
91,0.0,2018-06-18 01:27:22+00:00,0.0,1.0,fox,0.0,-91
92,0.8166,2018-06-17 23:42:21+00:00,0.105,0.527,fox,0.368,-92
93,-0.4588,2018-06-17 20:43:31+00:00,0.231,0.654,fox,0.115,-93
94,0.0,2018-06-14 16:52:18+00:00,0.0,1.0,fox,0.0,-94
95,0.5794,2018-06-14 16:51:07+00:00,0.057,0.662,fox,0.281,-95
96,0.5994,2018-06-14 08:53:55+00:00,0.053,0.731,fox,0.216,-96
97,0.0,2018-06-14 08:52:45+00:00,0.0,1.0,fox,0.0,-97
98,0.0,2018-06-13 16:55:29+00:00,0.0,1.0,fox,0.0,-98
99,0.5766,2018-06-13 16:43:55+00:00,0.0,0.865,fox,0.135,-99
0,-0.4404,2018-07-02 03:38:32+00:00,0.266,0.734,nytimes,0.0,0
1,0.0,2018-07-02 03:29:06+00:00,0.0,1.0,nytimes,0.0,-1
2,0.0,2018-07-02 03:13:09+00:00,0.0,1.0,nytimes,0.0,-2
3,0.0,2018-07-02 02:55:20+00:00,0.0,1.0,nytimes,0.0,-3
4,0.0,2018-07-02 02:40:45+00:00,0.0,1.0,nytimes,0.0,-4
5,0.0,2018-07-02 02:25:31+00:00,0.0,1.0,nytimes,0.0,-5
6,0.5719,2018-07-02 02:08:46+00:00,0.0,0.748,nytimes,0.252,-6
7,0.802,2018-07-02 02:01:39+00:00,0.0,0.687,nytimes,0.313,-7
8,0.0,2018-07-02 01:52:45+00:00,0.0,1.0,nytimes,0.0,-8
9,0.34,2018-07-02 01:43:33+00:00,0.0,0.876,nytimes,0.124,-9
10,0.0,2018-07-02 01:26:49+00:00,0.0,1.0,nytimes,0.0,-10
11,0.5267,2018-07-02 01:24:18+00:00,0.093,0.664,nytimes,0.243,-11
12,0.0,2018-07-02 01:08:11+00:00,0.0,1.0,nytimes,0.0,-12
13,0.0,2018-07-02 00:50:49+00:00,0.0,1.0,nytimes,0.0,-13
14,0.0258,2018-07-02 00:35:47+00:00,0.155,0.683,nytimes,0.161,-14
15,0.0,2018-07-02 00:28:35+00:00,0.0,1.0,nytimes,0.0,-15
16,-0.2023,2018-07-02 00:08:47+00:00,0.091,0.909,nytimes,0.0,-16
17,0.0,2018-07-01 23:52:21+00:00,0.0,1.0,nytimes,0.0,-17
18,0.4927,2018-07-01 23:35:20+00:00,0.0,0.827,nytimes,0.173,-18
19,-0.9112,2018-07-01 23:18:42+00:00,0.391,0.609,nytimes,0.0,-19
20,0.7351,2018-07-01 23:00:06+00:00,0.0,0.721,nytimes,0.279,-20
21,-0.3612,2018-07-01 22:45:37+00:00,0.185,0.815,nytimes,0.0,-21
22,0.0,2018-07-01 22:30:07+00:00,0.0,1.0,nytimes,0.0,-22
23,0.0,2018-07-01 22:15:07+00:00,0.0,1.0,nytimes,0.0,-23
24,0.0,2018-07-01 22:07:07+00:00,0.0,1.0,nytimes,0.0,-24
25,-0.6486,2018-07-01 22:07:01+00:00,0.17,0.83,nytimes,0.0,-25
26,0.0,2018-07-01 22:06:55+00:00,0.0,1.0,nytimes,0.0,-26
27,-0.5719,2018-07-01 22:06:39+00:00,0.242,0.685,nytimes,0.073,-27
28,0.9169,2018-07-01 21:24:10+00:00,0.0,0.502,nytimes,0.498,-28
29,0.5719,2018-07-01 21:00:05+00:00,0.0,0.773,nytimes,0.227,-29
30,0.802,2018-07-01 20:53:37+00:00,0.0,0.69,nytimes,0.31,-30
31,-0.7269,2018-07-01 20:47:49+00:00,0.253,0.747,nytimes,0.0,-31
32,0.4404,2018-07-01 20:45:07+00:00,0.0,0.854,nytimes,0.146,-32
33,0.0,2018-07-01 20:36:31+00:00,0.0,1.0,nytimes,0.0,-33
34,-0.2023,2018-07-01 20:30:09+00:00,0.091,0.909,nytimes,0.0,-34
35,0.2023,2018-07-01 20:15:05+00:00,0.0,0.833,nytimes,0.167,-35
36,0.0,2018-07-01 20:07:04+00:00,0.0,1.0,nytimes,0.0,-36
37,0.0,2018-07-01 20:00:17+00:00,0.0,1.0,nytimes,0.0,-37
38,0.0,2018-07-01 19:45:05+00:00,0.155,0.69,nytimes,0.155,-38
39,0.34,2018-07-01 19:30:16+00:00,0.0,0.876,nytimes,0.124,-39
40,0.0,2018-07-01 19:15:07+00:00,0.0,1.0,nytimes,0.0,-40
41,-0.2223,2018-07-01 19:00:09+00:00,0.19,0.688,nytimes,0.122,-41
42,-0.6249,2018-07-01 18:45:05+00:00,0.242,0.758,nytimes,0.0,-42
43,-0.1027,2018-07-01 18:30:06+00:00,0.092,0.833,nytimes,0.075,-43
44,0.0,2018-07-01 18:19:15+00:00,0.0,1.0,nytimes,0.0,-44
45,0.802,2018-07-01 18:15:04+00:00,0.0,0.687,nytimes,0.313,-45
46,-0.7964,2018-07-01 18:00:06+00:00,0.262,0.738,nytimes,0.0,-46
47,0.0516,2018-07-01 17:45:07+00:00,0.082,0.824,nytimes,0.094,-47
48,-0.4927,2018-07-01 17:30:02+00:00,0.176,0.824,nytimes,0.0,-48
49,0.6705,2018-07-01 17:15:08+00:00,0.0,0.744,nytimes,0.256,-49
50,-0.1531,2018-07-01 17:00:04+00:00,0.205,0.667,nytimes,0.129,-50
51,-0.128,2018-07-01 16:46:37+00:00,0.149,0.724,nytimes,0.127,-51
52,0.3818,2018-07-01 16:45:07+00:00,0.0,0.874,nytimes,0.126,-52
53,-0.7269,2018-07-01 16:44:36+00:00,0.289,0.711,nytimes,0.0,-53
54,-0.4588,2018-07-01 16:38:19+00:00,0.158,0.842,nytimes,0.0,-54
55,0.34,2018-07-01 16:30:03+00:00,0.0,0.888,nytimes,0.112,-55
56,0.6908,2018-07-01 16:15:06+00:00,0.0,0.769,nytimes,0.231,-56
57,-0.4019,2018-07-01 16:00:14+00:00,0.231,0.769,nytimes,0.0,-57
58,-0.6705,2018-07-01 15:55:37+00:00,0.216,0.784,nytimes,0.0,-58
59,0.0,2018-07-01 15:45:10+00:00,0.0,1.0,nytimes,0.0,-59
60,-0.5994,2018-07-01 15:30:11+00:00,0.187,0.813,nytimes,0.0,-60
61,0.0,2018-07-01 15:15:06+00:00,0.0,1.0,nytimes,0.0,-61
62,-0.1027,2018-07-01 15:00:12+00:00,0.142,0.737,nytimes,0.121,-62
63,-0.4588,2018-07-01 14:45:17+00:00,0.188,0.812,nytimes,0.0,-63
64,-0.4588,2018-07-01 14:30:08+00:00,0.211,0.789,nytimes,0.0,-64
65,0.6124,2018-07-01 14:20:07+00:00,0.0,0.783,nytimes,0.217,-65
66,0.0,2018-07-01 14:10:02+00:00,0.0,1.0,nytimes,0.0,-66
67,0.3818,2018-07-01 14:10:00+00:00,0.0,0.843,nytimes,0.157,-67
68,-0.6486,2018-07-01 13:51:01+00:00,0.323,0.677,nytimes,0.0,-68
69,0.6908,2018-07-01 13:49:39+00:00,0.0,0.737,nytimes,0.263,-69
70,0.0,2018-07-01 13:33:08+00:00,0.0,1.0,nytimes,0.0,-70
71,0.5267,2018-07-01 13:27:36+00:00,0.0,0.833,nytimes,0.167,-71
72,0.0,2018-07-01 13:10:05+00:00,0.0,1.0,nytimes,0.0,-72
73,-0.1779,2018-07-01 13:01:03+00:00,0.136,0.755,nytimes,0.109,-73
74,-0.34,2018-07-01 12:43:22+00:00,0.107,0.893,nytimes,0.0,-74
75,-0.4404,2018-07-01 12:24:37+00:00,0.162,0.838,nytimes,0.0,-75
76,0.0,2018-07-01 12:08:21+00:00,0.0,1.0,nytimes,0.0,-76
77,0.1901,2018-07-01 11:52:12+00:00,0.0,0.911,nytimes,0.089,-77
78,0.0,2018-07-01 11:34:04+00:00,0.0,1.0,nytimes,0.0,-78
79,0.0,2018-07-01 11:17:31+00:00,0.0,1.0,nytimes,0.0,-79
80,0.296,2018-07-01 11:03:23+00:00,0.0,0.901,nytimes,0.099,-80
81,0.0,2018-07-01 10:45:03+00:00,0.0,1.0,nytimes,0.0,-81
82,0.0,2018-07-01 10:26:59+00:00,0.0,1.0,nytimes,0.0,-82
83,-0.6597,2018-07-01 10:26:57+00:00,0.313,0.565,nytimes,0.122,-83
84,0.0,2018-07-01 10:09:37+00:00,0.0,1.0,nytimes,0.0,-84
85,0.3182,2018-07-01 09:51:08+00:00,0.0,0.901,nytimes,0.099,-85
86,0.0,2018-07-01 09:32:54+00:00,0.0,1.0,nytimes,0.0,-86
87,0.0,2018-07-01 09:15:32+00:00,0.0,1.0,nytimes,0.0,-87
88,0.3612,2018-07-01 09:03:50+00:00,0.0,0.884,nytimes,0.116,-88
89,0.7783,2018-07-01 08:45:45+00:00,0.076,0.625,nytimes,0.299,-89
90,-0.2878,2018-07-01 08:28:02+00:00,0.126,0.874,nytimes,0.0,-90
91,0.1531,2018-07-01 08:11:47+00:00,0.0,0.814,nytimes,0.186,-91
92,0.0,2018-07-01 07:53:19+00:00,0.0,1.0,nytimes,0.0,-92
93,0.0,2018-07-01 07:34:43+00:00,0.0,1.0,nytimes,0.0,-93
94,0.5719,2018-07-01 07:16:21+00:00,0.0,0.856,nytimes,0.144,-94
95,0.0,2018-07-01 06:57:43+00:00,0.0,1.0,nytimes,0.0,-95
96,0.6369,2018-07-01 06:39:30+00:00,0.0,0.819,nytimes,0.181,-96
97,0.743,2018-07-01 06:20:57+00:00,0.0,0.711,nytimes,0.289,-97
98,0.25,2018-07-01 06:03:03+00:00,0.254,0.446,nytimes,0.299,-98
99,0.6369,2018-07-01 05:44:39+00:00,0.0,0.724,nytimes,0.276,-99
